,Top 1 Accuracy,Top 3 Accuracy
0,200,66.66666666666666
1,100,33.33333333333333
2,300,100.0
3,200,66.66666666666666
4,100,33.33333333333333
5,100,33.33333333333333
6,300,100.0
7,200,66.66666666666666
8,0,0.0
9,300,100.0
